,id,title,authors,venue,year
608,637412,Special section on semantic web and data management,"Robert Meersman, Amit Sheth",ACM SIGMOD Record ,2002
609,637413,Data modelling versus ontology engineering,"Peter Spyns, Robert Meersman, Mustafa Jarrar",ACM SIGMOD Record ,2002
610,637414,Methodology for development and employment of ontology based knowledge management applications,"York Sure, Steffen Staab, Rudi Studer",ACM SIGMOD Record ,2002
611,637415,A conceptual architecture for semantic web enabled web services,"Christoph Bussler, Dieter Fensel, Alexander Maedche",ACM SIGMOD Record ,2002
612,615236,Sleepers and workaholics: caching strategies in mobile environments (extended version),"Daniel Barbar&#225;, Tomasz Imieli&#324;ski",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1995
613,615237,AlphaSort: a cache-sensitive parallel external sort,"Chris Nyberg, Tom Barclay, Zarka Cvetanovic, Jim Gray, Dave Lomet",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1995
614,615238,QuickStore: a high performance mapped object store,"Seth J. White, David J. DeWitt",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1995
615,615239,Estimating page fetches for index scans with finite LRU buffers,"Arun Swami, K. Bernhard Schiefer",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1995
616,637420,Emergent semantics and the multimedia semantic web,"W. I. Grosky, D. V. Sreenath, F. Fotouhi",ACM SIGMOD Record ,2002
617,637421,Querying multiple bioinformatics information sources: can semantic web research help?,"David Buttler, Matthew Coleman, Terence Critchlow, Renato Fileto, Wei Han, Calton Pu, Daniel Rocco, Li Xiong",ACM SIGMOD Record ,2002
618,637422,The Grid: an application of the semantic web,"Carole Goble, David De Roure",ACM SIGMOD Record ,2002
619,637423,Book reviews,Karl Aberer,ACM SIGMOD Record ,2002
620,637416,"Agents, trust, and information access on the semantic web","Tim Finin, Anupam Joshi",ACM SIGMOD Record ,2002
621,637417,Conceptual model of web service reputation,"E. Michael Maximilien, Munindar P. Singh",ACM SIGMOD Record ,2002
622,637418,The &#961; operator: discovering and ranking associations on the semantic web,"Kemafor Anyanwu, Amit Sheth",ACM SIGMOD Record ,2002
623,637419,A framework for semantic gossiping,"Karl Aberer, Philippe Cudr&#233;-Mauroux, Manfred Hauswirth",ACM SIGMOD Record ,2002
624,615220,Updating knowledge bases while maintaining their consistency,"Ernest Teniente, Antoni Oliv&#233;",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1995
625,615219,Data model for extensible support of explicit relationships in design databases,"Joan Peckham, Bonnie MacKellar, Michael Doherty",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1995
626,615222,InterViso: dealing with the complexity of federated database access,"Marjorie Templeton, Herbert Henley, Edward Maros, Darrel J. Van Buer",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1995
627,615221,Realm-based spatial data types: the ROSE algebra,"Ralf Hartmut G&#252;ting, Markus Schneider",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1995
628,615214,HyperFile: a data and query model for documents,"Chris Clifton, Hector Garcia-Molina, David Bloom",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1995
629,615213,The software information base: a server for reuse,"Panos Constantopoulos, Matthias Jarke, John Mylopoulos, Yannis Vassiliou",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1995
630,615216,Characterization of database access pattern for analytic prediction of buffer hit probability,"Asit Dan, Philip S. Yu, Jen Yao Chung",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1995
631,615215,Ordered shared locks for real-time databases,"Divyakant Agrawal, Amr El Abbadi, Richard Jeffers, Lijing Lin",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1995
632,615233,Historical queries along multiple lines of time evolution,"Gad M. Landau, Jeanette P. Schmidt, Vassilis J. Tsotras",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1995
633,615230,"Adaptable pointer swizzling strategies in object bases: design, realization, and quantitative analysis","Alfons Kemper, Donald Kossmann",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1995
634,615235,Special system-oriented section: the best of SIGMOD '94,Stanley Y. W. Su,The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1995
635,615234,The power of languages for the manipulation of complex values,"Serge Abiteboul, Catriel Beeri",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1995
636,615227,Fibonacci: a programming language for object databases,"Antonio Albano, Giorgio Ghelli, Renzo Orsini",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1995
637,615226,Orthogonally persistent object systems,"Malcolm Atkinson, Ronald Morrison",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1995
638,615229,Themis: a database programming language handling integrity constraints,"V&#233;ronique Benzaken, Anne Doucet",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1995
639,615228,Tigukat: a uniform behavioral objectbase management system,"M. Tamer &#214;zsu, Randal Peters, Duane Szafron, Boman Irani, Anna Lipka, Adriana Mu&#241;oz",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1995
640,564697,Rate-based query optimization for streaming information sources,"Stratis D. Viglas, Jeffrey F. Naughton",International Conference on Management of Data,2002
641,564695,An adaptive peer-to-peer network for distributed caching of OLAP results,"Panos Kalnis, Wee Siong Ng, Beng Chin Ooi, Dimitris Papadias, Kian-Lee Tan",International Conference on Management of Data,2002
642,564694,Efficient integration and aggregation of historical information,"Mirek Riedewald, Divyakant Agrawal, Amr El Abbadi",International Conference on Management of Data,2002
643,564693,Archiving scientific data,"Peter Buneman, Sanjeev Khanna, Keishi Tajima, Wang-Chiew Tan",International Conference on Management of Data,2002
644,564702,Efficient evaluation of queries in a mediator for WebSources,"Vladimir Zadorozhny, Louiqa Raschid, Maria Esther Vidal, Tolga Urhan, Laura Bright",International Conference on Management of Data,2002
645,564701,Best-effort cache synchronization with source cooperation,"Chris Olston, Jennifer Widom",International Conference on Management of Data,2002
646,564699,Processing complex aggregate queries over data streams,"Alin Dobra, Minos Garofalakis, Johannes Gehrke, Rajeev Rastogi",International Conference on Management of Data,2002
647,564698,Continuously adaptive continuous queries over streams,"Samuel Madden, Mehul Shah, Joseph M. Hellerstein, Vijayshankar Raman",International Conference on Management of Data,2002
648,507365,Reports,Avigdor Gal,ACM SIGMOD Record ,2002
649,507364,Reminiscences on influential papers,Kenneth A. Ross,ACM SIGMOD Record ,2002
650,507363,Influential papers,Ken Ross,ACM SIGMOD Record ,2002
651,507362,Too much middleware,Michael Stonebraker,ACM SIGMOD Record ,2002
652,507369,Why I like working in academia,Richard Thomas Snodgrass,ACM SIGMOD Record ,2002
653,507368,Career forum,Alexandros Labrinidis,ACM SIGMOD Record ,2002
654,507367,Advances in databases and information systems: report of 5th East European Conference ADBIS'2001,"Albertas Caplinskas, Johann Eder, Olegas Vasilecas",ACM SIGMOD Record ,2002
655,507366,Report on the 18th British National Conference on Databases (BNCOD),"Carole Goble, Brian Read",ACM SIGMOD Record ,2002
656,507356,What will be,Michael Dertouzos,ACM SIGMOD Record ,2002
657,507357,Distinguished database profiles,Marianne Winslett,ACM SIGMOD Record ,2002
658,507354,Databases and transaction processing: an application-oriented approach,"Philip M. Lewis, Arthur Bernstein, Michael Kifer",ACM SIGMOD Record ,2002
659,507355,Data mining: practical machine learning tools and techniques with Java implementations,"Ian H. Witten, Eibe Frank",ACM SIGMOD Record ,2002
660,507360,The XML typechecking problem,Dan Suciu,ACM SIGMOD Record ,2002
661,507361,Industry perspective,Len Seligman,ACM SIGMOD Record ,2002
662,507358,"Avi Silberschatz speaks out: on academia versus industrial labs, startup fever, database PhD quality, the future of data mining as a research area, IP issues, how he wouldn't change a thing, and more",Marianne Winslett,ACM SIGMOD Record ,2002
663,507359,Database principles,Leonid Libkin,ACM SIGMOD Record ,2002
664,507348,Business data management for business-to-business electronic commerce,"Christoph Quix, Mareike Schoop, Manfred Jeusfeld",ACM SIGMOD Record ,2002
665,507349,A multi-agent system infrastructure for software component market-place: an ontological perspective,"Riza Cenk Erdur, O&#287;uz Dikenelli",ACM SIGMOD Record ,2002
666,507346,Conceptual modeling and specification generation for B2B business processes based on ebXML,HyoungDo Kim,ACM SIGMOD Record ,2002
667,507347,Semantic B2B integration: issues in ontology-based approaches,"Zhan Cui, Dean Jones, Paul O'Brien",ACM SIGMOD Record ,2002
668,507352,Book reviews,Karl Aberer,ACM SIGMOD Record ,2002
669,507353,Book review column,Karl Aberer,ACM SIGMOD Record ,2002
670,507350,Supply chain infrastructures: system integration and information sharing,"Michael O. Ball, Meng Ma, Louiqa Raschid, Zhengying Zhao",ACM SIGMOD Record ,2002
671,507351,The role of B2B engines in B2B integration architectures,Christoph Bussler,ACM SIGMOD Record ,2002
672,564737,Clustering by pattern similarity in large data sets,"Haixun Wang, Wei Wang, Jiong Yang, Philip S. Yu",International Conference on Management of Data,2002
673,564735,General match: a subsequence matching method in time-series databases based on generalized windows,"Yang-Sae Moon, Kyu-Young Whang, Wook-Shin Han",International Conference on Management of Data,2002
674,564739,A Monte Carlo algorithm for fast projective clustering,"Cecilia M. Procopiuc, Michael Jones, Pankaj K. Agarwal, T. M. Murali",International Conference on Management of Data,2002
675,564738,Mining long sequential patterns in a noisy environment,"Jiong Yang, Wei Wang, Philip S. Yu, Jiawei Han",International Conference on Management of Data,2002
676,564742,Selectivity estimation for spatio-temporal queries to moving objects,"Yong-Jin Choi, Chin-Wan Chung",International Conference on Management of Data,2002
677,564741,Dynamic multidimensional histograms,"Nitin Thaper, Sudipto Guha, Piotr Indyk, Nick Koudas",International Conference on Management of Data,2002
678,564745,Dwarf: shrinking the PetaCube,"Yannis Sismanis, Antonios Deligiannakis, Nick Roussopoulos, Yannis Kotidis",International Conference on Management of Data,2002
679,564743,"Hierarchical subspace sampling: a unified framework for high dimensional data reduction, selectivity estimation and nearest neighbor search",Charu C. Aggarwal,International Conference on Management of Data,2002
680,564726,Efficient algorithms for minimizing tree pattern queries,Prakash Ramanan,International Conference on Management of Data,2002
681,564725,Approximate XML joins,"Sudipto Guha, H. V. Jagadish, Nick Koudas, Divesh Srivastava, Ting Yu",International Conference on Management of Data,2002
682,564729,Efficient k-NN search on vertically decomposed data,"Arjen P. de Vries, Nikos Mamoulis, Niels Nes, Martin Kersten",International Conference on Management of Data,2002
683,564727,Holistic twig joins: optimal XML pattern matching,"Nicolas Bruno, Nick Koudas, Divesh Srivastava",International Conference on Management of Data,2002
684,564731,Minimal probing: supporting expensive predicates for top-k queries,"Kevin Chen-Chuan Chang, Seung-won Hwang",International Conference on Management of Data,2002
685,564730,Time-parameterized queries in spatio-temporal databases,"Yufei Tao, Dimitris Papadias",International Conference on Management of Data,2002
686,564734,Continually evaluating similarity-based pattern queries on a streaming time series,"Like Gao, X. Sean Wang",International Conference on Management of Data,2002
687,564733,Statistical synopses for graph-structured XML databases,"Neoklis Polyzotis, Minos Garofalakis",International Conference on Management of Data,2002
688,564714,QURSED: querying and reporting semistructured data,"Yannis Papakonstantinou, Michalis Petropoulos, Vasilis Vassalos",International Conference on Management of Data,2002
689,564715,Storing and querying ordered XML using a relational database system,"Igor Tatarinov, Stratis D. Viglas, Kevin Beyer, Jayavel Shanmugasundaram, Eugene Shekita, Chun Zhang",International Conference on Management of Data,2002
690,564717,Executing SQL over encrypted data in the database-service-provider model,"Hakan Hacig&#252;m&#252;&#351;, Bala Iyer, Chen Li, Sharad Mehrotra",International Conference on Management of Data,2002
691,564718,Workflow management with service quality guarantees,"Michael Gillmann, Gerhard Weikum, Wolfgang Wonner",International Conference on Management of Data,2002
692,564719,"Mining database structure; or, how to build a data quality browser","Tamraparni Dasu, Theodore Johnson, S. Muthukrishnan, Vladislav Shkapenyuk",International Conference on Management of Data,2002
693,564721,A scalable hash ripple join algorithm,"Gang Luo, Curt J. Ellmann, Peter J. Haas, Jeffrey F. Naughton",International Conference on Management of Data,2002
694,564722,Exploiting statistics on query expressions for optimization,"Nicolas Bruno, Surajit Chaudhuri",International Conference on Management of Data,2002
695,564723,Partial results for online query processing,"Vijayshankar Raman, Joseph M. Hellerstein",International Conference on Management of Data,2002
696,564703,Proxy-based acceleration of dynamically generated content on the world wide web: an approach and implementation,"Anindya Datta, Kaushik Dutta, Helen Thomas, Debra VanderMeer,  Suresha, Krithi Ramamritham",International Conference on Management of Data,2002
697,564705,Accelerating XPath location steps,Torsten Grust,International Conference on Management of Data,2002
698,564706,APEX: an adaptive path index for XML data,"Chin-Wan Chung, Jun-Ki Min, Kyuseok Shim",International Conference on Management of Data,2002
699,564707,Covering indexes for branching path queries,"Raghav Kaushik, Philip Bohannon, Jeffrey F Naughton, Henry F Korth",International Conference on Management of Data,2002
700,564709,Implementing database operations using SIMD instructions,"Jingren Zhou, Kenneth A. Ross",International Conference on Management of Data,2002
701,564710,Fractal prefetching B+-Trees: optimizing both cache and disk performance,"Shimin Chen, Phillip B. Gibbons, Todd C. Mowry, Gary Valentin",International Conference on Management of Data,2002
702,564711,Skew handling techniques in sort-merge join,"Wei Li, Dengfeng Gao, Richard Thomas Snodgrass",International Conference on Management of Data,2002
703,564713,StatiX: making XML count,"Juliana Freire, Jayant R. Haritsa, Maya Ramanath, Prasan Roy, J&#233;r&#244;me Sim&#233;on",International Conference on Management of Data,2002
704,564784,HD-Eye: visual clustering of high dimensional data,"Alexander Hinneburg, Daniel A. Keim, Markus Wawryniuk",International Conference on Management of Data,2002
705,564783,GEA: a toolkit for gene expression analysis,"Jessica M. Phan, Raymond Ng",International Conference on Management of Data,2002
706,564782,DBXplorer: enabling keyword search over relational databases,"Sanjay Agrawal, Surajit Chaudhuri, Gautam Das",International Conference on Management of Data,2002
707,564781,CubeExplorer: online exploration of data cubes,"Jiawei Han, Jianyong Wang, Guozhu Dong, Jian Pei, Ke Wang",International Conference on Management of Data,2002
708,564779,XL: a platform for web services,"Daniela Florescu, Andreas Gr&#252;nhagen, Donald Kossmann, Steffen Rost",International Conference on Management of Data,2002
709,564778,RoadRunner: automatic data extraction from data-intensive web sites,"Valter Crescenzi, Giansalvatore Mecca, Paolo Merialdo",International Conference on Management of Data,2002
710,564777,Gigascope: high performance network monitoring with an SQL interface,"Chuck Cranor, Yuan Gao, Theodore Johnson, Vlaidslav Shkapenyuk, Oliver Spatscheck",International Conference on Management of Data,2002
711,564776,Distributing queries over low-power wireless sensor networks,"Samuel Madden, Joseph M. Hellerstein",International Conference on Management of Data,2002
712,564775,COUGAR: the network is the database,"Wai Fu Fung, David Sun, Johannes Gehrke",International Conference on Management of Data,2002
713,564774,"COMMIX: towards effective web information extraction, integration and query answering","Tengjiao Wang, Shiwei Tang, Dongqing Yang, Jun Gao, Yuqing Wu, Jian Pei",International Conference on Management of Data,2002
714,564773,ACDN: a content delivery network for applications,"Pradnya Karbhari, Michael Rabinovich, Zhen Xiao, Fred Douglis",International Conference on Management of Data,2002
715,564771,XCache: a semantic caching system for XML queries,"Li Chen, Elke A. Rundensteiner, Song Wang",International Conference on Management of Data,2002
716,564770,Visual COKO: a debugger for query optimizer development,"Daniel J. Abadi, Mitch Cherniack",International Conference on Management of Data,2002
717,564769,ToXgene: a template-based data generator for XML,"Denilson Barbosa, Alberto Mendelzon, John Keenleyside, Kelly Lyons",International Conference on Management of Data,2002
718,564768,The XXL search engine: ranked retrieval of XML data using indexes and ontologies,"Anja Theobald, Gerhard Weikum",International Conference on Management of Data,2002
719,564767,Rainbow: mapping-driven XQuery processing system,"Xin Zhang, Mukesh Mulchandani, Steffen Christ, Brian Murphy, Elke A. Rundensteiner",International Conference on Management of Data,2002
720,564765,DBCache: database caching for web application servers,"Mehmet Altinel, Qiong Luo, Sailesh Krishnamurthy, C. Mohan, Hamid Pirahesh, Bruce G. Lindsay, Honguk Woo, Larry Brown",International Conference on Management of Data,2002
721,564766,Learning table access cardinalities with LEO,"Volker Markl, Guy Lohman",International Conference on Management of Data,2002
722,564762,Web caching for database applications with Oracle Web Cache,"Jesse Anton, Lawrence Jacobs, Xiang Liu, Jordan Parker, Zheng Zeng, Tie Zhong",International Conference on Management of Data,2002
723,564763,Middle-tier database caching for e-business,"Qiong Luo, Sailesh Krishnamurthy, C. Mohan, Hamid Pirahesh, Honguk Woo, Bruce G. Lindsay, Jeffrey F. Naughton",International Conference on Management of Data,2002
724,564759,"TPC-DS, taking decision support benchmarking to the next level","Meikel Poess, Bryan Smith, Lubor Kollar, Paul Larson",International Conference on Management of Data,2002
725,564761,Mid-tier caching: the TimesTen approach, The TimesTen Team,International Conference on Management of Data,2002
726,564757,Automating physical database design in a parallel database,"Jun Rao, Chun Zhang, Nimrod Megiddo, Guy Lohman",International Conference on Management of Data,2002
727,564758,The SDSS skyserver: public access to the sloan digital sky server data,"Alexander S. Szalay, Jim Gray, Ani R. Thakar, Peter Z. Kunszt, Tanu Malik, Jordan Raddick, Christopher Stoughton, Jan vandenBerg",International Conference on Management of Data,2002
728,564754,Efficient execution of joins in a star schema,Andreas Weininger,International Conference on Management of Data,2002
729,564755,Quadtree and R-tree indexes in oracle spatial: a comparison using GIS data,"Ravi Kanth V Kothuri, Siva Ravada, Daniel Abugov",International Conference on Management of Data,2002
730,564751,Garlic: a new flavor of federated query processing for DB2,"Vanja Josifovski, Peter Schwarz, Laura Haas, Eileen Lin",International Conference on Management of Data,2002
731,564753,A compact B-tree,"Peter Bumbulis, Ivan T. Bowman",International Conference on Management of Data,2002
732,564749,Coordinating backup/recovery and data consistency between database and file systems,"Suparna Bhattacharya, C. Mohan, Karen W. Brannon, Inderpal Narang, Hui-I Hsiao, Mahadevan Subramanian",International Conference on Management of Data,2002
733,564750,An ebXML infrastructure implementation through UDDI registries and RosettaNet PIPs,"Asuman Dogac, Yusuf Tambag, Pinar Pembecioglu, Sait Pektas, Gokce Laleci, Gokhan Kurt, Serkan Toprak, Yildiray Kabak",International Conference on Management of Data,2002
734,564746,Wavelet synopses with error guarantees,"Minos Garofalakis, Phillip B. Gibbons",International Conference on Management of Data,2002
735,564747,Compressing SQL workloads,"Surajit Chaudhuri, Ashish Kumar Gupta, Vivek Narasayya",International Conference on Management of Data,2002
736,565138,Systems and prototypes,Jignesh Patel,ACM SIGMOD Record ,2002
737,565137,A brief survey of web data extraction tools,"Alberto H. F. Laender, Berthier A. Ribeiro-Neto, Altigran S. da Silva, Juliana S. Teixeira",ACM SIGMOD Record ,2002
738,565140,Standards,Andrew Eisenberg,ACM SIGMOD Record ,2002
739,565139,Phoenix project: fault-tolerant applications,"Roger Barga, David Lomet",ACM SIGMOD Record ,2002
740,565133,Reports,Avigdor Gal,ACM SIGMOD Record ,2002
741,565132,Data warehousing and business intelligence for e-commerce: by Alan R. Simon & Steven L. Shaffer,Frank G. Goethals,ACM SIGMOD Record ,2002
742,565135,Report on the ACM fourth international workshop on data warehousing and OLAP (DOLAP 2001),Joachim Hammer,ACM SIGMOD Record ,2002
743,565134,"On building an infrastructure for mobile and wireless systems: report on the NSF workshop on an infrastructure for mobile and wireless systems, Oct. 15, 2001","Birgitta K&#246;nig-Ries, Kia Makki, Sam Makki, Charles Perkins, Niki Pissinou, Peter Reiher, Peter Scheuermann, Jari Veijalainen, Ouri Wolfson",ACM SIGMOD Record ,2002
744,565129,Book review column,Karl Aberer,ACM SIGMOD Record ,2002
745,565128,Book reviews,Karl Aberer,ACM SIGMOD Record ,2002
746,565131,"Mining the world wide web: an information search approach by George Chang, Marcus J. Healey (editor), James A. M. McHugh, Jason T. L. Wang",Aris Ouksel,ACM SIGMOD Record ,2002
747,565130,Data mining: concepts and techniques by Jiawei Han and Micheline Kamber,"Fernando Berzal, Nicolf&#225;s Mat&#237;n",ACM SIGMOD Record ,2002
748,565125,From ternary relationship to relational tables: a case against common beliefs,Rafael Camps Par&#233;,ACM SIGMOD Record ,2002
749,565124,Cluster validity methods: part I,"Maria Halkidi, Yannis Batistakis, Michalis Vazirgiannis",ACM SIGMOD Record ,2002
750,565127,"David DeWitt speaks out: on rethinking the CS curriculum, why the database community should be proud, why query optimization doesn't work, how supercomputing funding is sometimes very poorly spent, how he's n0t a good coder and isn't smart enough to do DB theory, and more",Marianne Winslett,ACM SIGMOD Record ,2002
751,565126,Distinguished database profiles,Marianne Winslett,ACM SIGMOD Record ,2002
752,565120,The design of a retrieval technique for high-dimensional data on tertiary storage,"Ratko Orlandic, Jack Lukaszuk, Craig Swietlik",ACM SIGMOD Record ,2002
753,565121,A pictorial query language for querying geographic databases using positional and OLAP operators,"Elaheh Pourabbas, Maurizio Rafanelli",ACM SIGMOD Record ,2002
754,565122,Investigating XQuery for querying across database object types,Nancy Wiegand,ACM SIGMOD Record ,2002
755,565123,MPEG-7 and multimedia database systems,Harald Kosch,ACM SIGMOD Record ,2002
756,564799,"Database tuning: principles, experiments, and troubleshooting techniques (part II)","Dennis Shasha, Philippe Bonnet",International Conference on Management of Data,2002
757,564801,Software as a service: ASP and ASP aggregation,Christoph Bussler,International Conference on Management of Data,2002
758,565118,Articles,Avigdor Gal,ACM SIGMOD Record ,2002
759,565119,Bringing order to query optimization,"Giedrius Slivinskas, Christian S. Jensen, Richard Thomas Snodgrass",ACM SIGMOD Record ,2002
760,564792,Implementing XQuery,Paul Cotton,International Conference on Management of Data,2002
761,564794,Querying and mining data streams: you only get one look a tutorial,"Minos Garofalakis, Johannes Gehrke, Rajeev Rastogi",International Conference on Management of Data,2002
762,564796,Tutorial: application servers and associated technologies,C. Mohan,International Conference on Management of Data,2002
763,564798,"Database tuning: principles, experiments, and troubleshooting techniques (part I)","Dennis Shasha, Philippe Bonnet",International Conference on Management of Data,2002
764,564785,XBase: making your gigabyte disk queriable,"Hongjun Lu, Guoren Wang, Ge Yu, Yubin Bao, Jianhua Lv, Yaxin Yu",International Conference on Management of Data,2002
765,564786,XmdvTool: visual interactive data exploration and trend discovery of high-dimensional data sets,"Elke A. Rundensteiner, Matthew O. Ward, Jing Yang, Punit R. Doshi",International Conference on Management of Data,2002
766,564788,Data streams: fresh current or stagnant backwater? (panel),"Joseph M. Hellerstein, Jennifer Widom",International Conference on Management of Data,2002
767,564790,Going public: open-source databases and database research,Philippe Bonnet,International Conference on Management of Data,2002
768,671334,Algorithms for Mining Distance-Based Outliers in Large Datasets,"Edwin M. Knorr, Raymond T. Ng",Very Large Data Bases,1998
769,671333,"Information, Communication, and Money: For What Can We Charge and How Can We Meter It?","Stephen Blott, Henry F. Korth, Abraham Silberschatz",Very Large Data Bases,1998
770,671336,From Data Independence to Knowledge Independence: An on-going Story,Laurent Vieille,Very Large Data Bases,1998
771,671335,Materialized Views in Oracle,"Randall G. Bello, Karl Dias, Alan Downing, James J. Feenan, Jr., James L. Finnerty, William D. Norcott, Harry Sun, Andrew Witkowski, Mohamed Ziauddin",Very Large Data Bases,1998
772,671338,Computing Iceberg Queries Efficiently,"Min Fang, Narayanan Shivakumar, Hector Garcia-Molina, Rajeev Motwani, Jeffrey D. Ullman",Very Large Data Bases,1998
773,671337,"TOPAZ: a Cost-Based, Rule-Driven, Multi-Phase Parallelizer","Clara Nippl, Bernhard Mitschang",Very Large Data Bases,1998
774,671340,Scalable Sweeping-Based Spatial Join,"Lars Arge, Octavian Procopiuc, Sridhar Ramaswamy, Torsten Suel, Jeffrey Scott Vitter",Very Large Data Bases,1998
775,671339,R-Tree Based Indexing of Now-Relative Bitemporal Data,"Rasa Bliujute, Christian S. Jensen, Simonas Saltenis, Giedrius Slivinskas",Very Large Data Bases,1998
776,671342,WaveCluster: A Multi-Resolution Clustering Approach for Very Large Spatial Databases,"Gholamhosein Sheikholeslami, Surojit Chatterjee, Aidong Zhang",Very Large Data Bases,1998
777,671341,Evaluating Functional Joins Along Nested Reference Sets in Object-Relational and Object-Oriented Databases,"Reinhard Braumandl, Jens Clau&#223;en, Alfons Kemper",Very Large Data Bases,1998
778,671344,Binding Propagation in Disjunctive Databases,Sergio Greco,Very Large Data Bases,1998
779,671343,Atomicity versus Anonymity: Distributed Transactions for Electronic Commerce,J. D. Tygar,Very Large Data Bases,1998
780,671346,Proximity Search in Databases,"Roy Goldman, Narayanan Shivakumar, Suresh Venkatasubramanian, Hector Garcia-Molina",Very Large Data Bases,1998
781,671345,Active Storage for Large-Scale Data Mining and Multimedia,"Erik Riedel, Garth A. Gibson, Christos Faloutsos",Very Large Data Bases,1998
782,671349,Query Optimization for XML,"Jason McHugh, Jennifer Widom",Very Large Data Bases,1999
783,671347,Aqua: A Fast Decision Support Systems Using Approximate Query Answers,"Swarup Acharya, Phillip B. Gibbons, Viswanath Poosala",Very Large Data Bases,1999
784,671350,Building Light-Weight Wrappers for Legacy Web Data-Sources Using W4F,"Arnaud Sahuguet, Fabien Azavant",Very Large Data Bases,1999
785,671351,Performance Measurements of Compressed Bitmap Indices,Theodore Johnson,Very Large Data Bases,1999
786,671352,Curio: A Novel Solution for Efficient Storage and Indexing in Data Warehouses,"Anindya Datta, Krithi Ramamritham, Helen M. Thomas",Very Large Data Bases,1999
787,671353,"The New Locking, Logging, and Recovery Architecture of Microsoft SQL Server 7.0",David Campbell,Very Large Data Bases,1999
788,671354,Unrolling Cycles to Decide Trigger Termination,"Sin Yeung Lee, Tok Wang Ling",Very Large Data Bases,1999
789,671355,Aggregation Algorithms for Very Large Compressed Data Warehouses,"Jianzhong Li, Doron Rotem, Jaideep Srivastava",Very Large Data Bases,1999
790,671356,Quality-driven Integration of Heterogenous Information Systems,"Felix Naumann, Ulf Leser, Johann Christoph Freytag",Very Large Data Bases,1999
791,671357,Implementation of Two Semantic Query Optimization Techniques in DB2 Universal Database,"Qi Cheng, Jarek Gryz, Fred Koo, T. Y. Cliff Leung, Linqi Liu, Xiaoyan Qian, K. Bernhard Schiefer",Very Large Data Bases,1999
792,671358,High-Performance Extensible Indexing,Marcel Kornacker,Very Large Data Bases,1999
793,671359,Evaluating Top-k Selection Queries,"Surajit Chaudhuri, Luis Gravano",Very Large Data Bases,1999
794,671360,Building Hierarchical Classifiers Using Class Proximity,"Ke Wang, Senqiang Zhou, Shiang Chen Liew",Very Large Data Bases,1999
795,671361,VOODB: A Generic Discrete-Event Random Simulation Model To Evaluate the Performances of OODBs,"J&#233;r&#244;me Darmont, Michel Schneider",Very Large Data Bases,1999
796,671362,Cache Conscious Indexing for Decision-Support in Main Memory,"Jun Rao, Kenneth A. Ross",Very Large Data Bases,1999
797,671363,An Adaptive Hybrid Server Architecture for Client Caching ODBMSs,"Kaladhar Voruganti, M. Tamer &#214;zsu, Ronald C. Unrau",Very Large Data Bases,1999
798,671364,Database Architecture Optimized for the New Bottleneck: Memory Access,"Peter A. Boncz, Stefan Manegold, Martin L. Kersten",Very Large Data Bases,1999
799,671365,Hierarchical Prefix Cubes for Range-Sum Queries,"Chee Yong Chan, Yannis E. Ioannidis",Very Large Data Bases,1999
800,671494,Cost Models DO Matter: Providing Cost Information for Diverse Data Sources in a Federated System,"Mary Tork Roth, Fatma Ozcan, Laura M. Haas",Very Large Data Bases,1999
801,671493,Optimization of Run-time Management of Data Intensive Web-sites,"Daniela Florescu, Alon Y. Levy, Dan Suciu, Khaled Yagoub",Very Large Data Bases,1999
802,671492,Issues in Network Management in the Next Millennium,"Michael L. Brodie, Surajit Chaudhuri",Very Large Data Bases,1999
803,671491,Extending Practical Pre-Aggregation in On-Line Analytical Processing,"Torben Bach Pedersen, Christian S. Jensen, Curtis E. Dyreson",Very Large Data Bases,1999
804,671498,Context-Based Prefetch for Implementing Objects on Relations,"Philip A. Bernstein, Shankar Pal, David Shutt",Very Large Data Bases,1999
805,671497,XML Repository and Active Views Demonstration,"Serge Abiteboul, Vincent Aguilera, S&#233;bastien Ailleret, Bernd Amann, Sophie Cluet, Brendan Hills, Fr&#233;d&#233;ric Hubert, Jean-Claude Mamou, Am&#233;lie Marian, Laurent Mignet, Tova Milo, Cassio Souza dos Santos, Bruno Tessier, Anne-Marie Vercoustre",Very Large Data Bases,1999
