,median_house_value,median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,longitude
3124,71800.0,,,2555.0,510.0,,467.0,35.03,-117.82
3125,275000.0,,,18.0,3.0,,6.0,35.22,-117.76
3126,137500.0,,,2.0,2.0,,2.0,35.21,-117.79
3127,68500.0,,,1926.0,361.0,,316.0,35.12,-118.01
3128,81900.0,,,4849.0,920.0,,847.0,35.13,-117.98
3129,104400.0,,,2630.0,502.0,,422.0,35.13,-117.95
3130,141700.0,,,83.0,15.0,,15.0,35.08,-117.95
3131,84500.0,,,923.0,166.0,,135.0,35.1,-117.98
3132,87800.0,,,2180.0,416.0,,370.0,35.16,-117.99
3133,91700.0,,,873.0,175.0,,159.0,34.92,-118.27
3134,130000.0,,,7353.0,1482.0,,1308.0,34.86,-118.34
3135,54900.0,,,2969.0,648.0,,570.0,35.03,-117.68
3136,64400.0,,,1589.0,307.0,,272.0,34.99,-117.68
3137,39800.0,,,1184.0,316.0,,241.0,35.0,-117.65
3138,83500.0,,,4597.0,1009.0,,821.0,34.86,-118.15
3139,87900.0,,,1507.0,293.0,,278.0,34.87,-118.17
3140,111100.0,,,2103.0,389.0,,338.0,34.87,-118.19
3141,83300.0,,,2370.0,540.0,,554.0,34.86,-118.17
3142,73300.0,,,1069.0,296.0,,263.0,35.06,-118.15
3143,68900.0,,,1297.0,307.0,,278.0,35.05,-118.16
3144,83200.0,,,2992.0,573.0,,526.0,35.05,-118.19
3145,56800.0,,,1671.0,368.0,,337.0,35.04,-118.15
3146,136800.0,,,4371.0,727.0,,654.0,35.16,-118.51
3147,162900.0,,,9664.0,1692.0,,1370.0,35.2,-118.66
3148,79000.0,,,2939.0,605.0,,446.0,35.27,-118.34
3149,115800.0,,,8417.0,1657.0,,1468.0,35.14,-118.48
3150,137200.0,,,3660.0,646.0,,482.0,35.08,-118.61
3151,120800.0,,,4031.0,766.0,,564.0,34.99,-118.61
3152,94900.0,,,3109.0,640.0,,620.0,35.13,-118.46
3153,85500.0,,,4084.0,812.0,,668.0,35.12,-118.46
3154,99800.0,,,1968.0,376.0,,360.0,35.12,-118.43
3155,80000.0,,,1170.0,290.0,,266.0,35.13,-118.44
3156,67900.0,,,1899.0,447.0,,391.0,35.13,-118.44
3157,82200.0,,,1793.0,358.0,,351.0,35.3,-118.91
3158,94500.0,,,1341.0,214.0,,184.0,35.26,-118.95
3159,81300.0,,,1190.0,217.0,,196.0,35.27,-118.83
3160,106300.0,,,1297.0,262.0,,253.0,35.13,-118.92
3161,68000.0,,,1639.0,352.0,,395.0,35.23,-118.85
3162,53900.0,,,2358.0,580.0,,574.0,35.23,-118.82
3163,53500.0,,,1959.0,484.0,,453.0,35.2,-118.83
3164,57300.0,,,2185.0,469.0,,455.0,35.2,-118.82
3165,51200.0,,,2783.0,678.0,,641.0,35.2,-118.85
3166,61400.0,,,1401.0,317.0,,306.0,35.27,-118.91
3167,54600.0,,,6145.0,1492.0,,1457.0,35.26,-118.9
3168,63700.0,,,3815.0,924.0,,920.0,35.26,-118.92
3169,45500.0,,,2888.0,753.0,,699.0,35.24,-118.91
3170,75000.0,,,1016.0,202.0,,187.0,36.41,-119.69
3171,94200.0,,,1860.0,337.0,,347.0,36.44,-119.57
3172,126300.0,,,1912.0,339.0,,311.0,36.37,-119.55
3173,103100.0,,,1688.0,302.0,,277.0,36.38,-119.69
3174,100000.0,,,831.0,149.0,,146.0,36.37,-119.78
3175,101400.0,,,1549.0,269.0,,272.0,36.37,-119.83
3176,83900.0,,,1414.0,265.0,,249.0,36.34,-119.87
3177,106300.0,,,8363.0,1636.0,,1580.0,36.32,-119.93
3178,75800.0,,,3252.0,614.0,,607.0,36.32,-119.79
3179,92500.0,,,3400.0,618.0,,612.0,36.32,-119.77
3180,126400.0,,,1287.0,291.0,,269.0,36.31,-119.78
3181,69100.0,,,3677.0,863.0,,785.0,36.31,-119.77
3182,72300.0,,,4984.0,1029.0,,961.0,36.31,-119.79
3183,62000.0,,,2202.0,471.0,,439.0,36.3,-119.77
3184,66600.0,,,1846.0,391.0,,352.0,36.3,-119.78
3185,93100.0,,,1717.0,277.0,,289.0,36.3,-119.79
3186,104200.0,,,1265.0,227.0,,246.0,36.29,-119.79
3187,87500.0,,,942.0,193.0,,174.0,36.32,-119.82
3188,112500.0,,,1006.0,212.0,,200.0,36.33,-119.78
3189,100800.0,,,1871.0,315.0,,309.0,36.27,-119.78
3190,107500.0,,,479.0,84.0,,103.0,36.29,-119.8
3191,56100.0,,,544.0,112.0,,106.0,36.28,-119.81
3192,112500.0,,,1287.0,214.0,,210.0,36.34,-119.72
3193,52600.0,,,1185.0,221.0,,256.0,36.32,-119.72
3194,43500.0,,,1178.0,244.0,,187.0,36.32,-119.7
3195,60200.0,,,2440.0,433.0,,400.0,36.31,-119.73
3196,62000.0,,,956.0,201.0,,220.0,36.3,-119.7
3197,118800.0,,,1090.0,164.0,,158.0,36.35,-119.67
3198,148000.0,,,3725.0,783.0,,600.0,36.37,-119.65
3199,107900.0,,,1745.0,266.0,,292.0,36.35,-119.65
3200,85500.0,,,3148.0,568.0,,537.0,36.35,-119.65
3201,91900.0,,,1724.0,374.0,,391.0,36.35,-119.66
3202,97400.0,,,2360.0,340.0,,312.0,36.36,-119.64
3203,90400.0,,,3182.0,563.0,,585.0,36.35,-119.64
3204,90600.0,,,1684.0,343.0,,324.0,36.35,-119.63
3205,80300.0,,,3674.0,734.0,,718.0,36.35,-119.62
3206,70200.0,,,1765.0,310.0,,298.0,36.35,-119.64
3207,71400.0,,,1463.0,261.0,,219.0,36.34,-119.63
3208,67500.0,,,2928.0,600.0,,559.0,36.33,-119.63
3209,61500.0,,,1492.0,284.0,,264.0,36.33,-119.61
3210,61000.0,,,1518.0,287.0,,255.0,36.32,-119.63
3211,59700.0,,,1338.0,276.0,,286.0,36.34,-119.66
3212,67200.0,,,1730.0,337.0,,323.0,36.34,-119.65
3213,76100.0,,,1869.0,357.0,,315.0,36.34,-119.65
3214,56700.0,,,2958.0,670.0,,627.0,36.34,-119.64
3215,51700.0,,,3095.0,766.0,,721.0,36.33,-119.64
3216,59100.0,,,1257.0,257.0,,243.0,36.33,-119.65
3217,53800.0,,,1059.0,268.0,,241.0,36.33,-119.65
3218,120800.0,,,592.0,121.0,,116.0,36.32,-119.68
3219,81700.0,,,1241.0,244.0,,237.0,36.33,-119.67
3220,92800.0,,,2048.0,373.0,,388.0,36.33,-119.66
3221,58100.0,,,1623.0,409.0,,395.0,36.33,-119.66
3222,56800.0,,,2652.0,568.0,,445.0,36.32,-119.66
3223,54400.0,,,1325.0,276.0,,240.0,36.32,-119.68
3224,60600.0,,,2739.0,535.0,,498.0,36.31,-119.68
3225,70500.0,,,1147.0,202.0,,212.0,36.3,-119.66
3226,50400.0,,,1294.0,314.0,,290.0,36.32,-119.65
3227,43100.0,,,2205.0,523.0,,479.0,36.32,-119.64
3228,53400.0,,,941.0,175.0,,180.0,36.3,-119.65
3229,50100.0,,,1513.0,314.0,,284.0,36.31,-119.64
3230,46300.0,,,1847.0,371.0,,353.0,36.31,-119.61
3231,97400.0,,,2673.0,452.0,,449.0,36.27,-119.57
3232,94100.0,,,2011.0,349.0,,300.0,36.25,-119.69
3233,100000.0,,,207.0,45.0,,50.0,36.18,-119.63
3234,50000.0,,,752.0,159.0,,155.0,36.11,-119.59
3235,53200.0,,,2015.0,413.0,,319.0,36.09,-119.57
3236,46500.0,,,1382.0,327.0,,355.0,36.1,-119.58
3237,43800.0,,,424.0,78.0,,73.0,36.1,-119.56
3238,50800.0,,,1093.0,262.0,,252.0,36.1,-119.56
3239,64700.0,,,1648.0,285.0,,265.0,36.09,-119.56
3240,52300.0,,,1267.0,290.0,,279.0,36.09,-119.56
3241,42100.0,,,766.0,189.0,,190.0,36.08,-119.56
3242,61600.0,,,2004.0,385.0,,398.0,36.11,-119.58
3243,54800.0,,,1461.0,400.0,,384.0,36.1,-119.57
3244,68800.0,,,1729.0,317.0,,278.0,36.1,-119.57
3245,60700.0,,,1676.0,316.0,,274.0,36.1,-119.57
3246,61300.0,,,1548.0,308.0,,306.0,36.15,-119.74
3247,137500.0,,,187.0,38.0,,40.0,36.2,-119.9
3248,52200.0,,,1293.0,272.0,,229.0,36.19,-119.82
3249,100000.0,,,333.0,92.0,,55.0,36.09,-119.99
3250,47700.0,,,1047.0,270.0,,286.0,35.99,-119.96
3251,225000.0,,,156.0,39.0,,37.0,36.02,-119.8
3252,60900.0,,27.0,2533.0,518.0,,461.0,36.04,-120.14
3253,48500.0,,18.0,1165.0,334.0,,308.0,36.01,-120.12
3254,43900.0,,33.0,1726.0,420.0,,388.0,36.0,-120.14
3255,56200.0,,7.0,2049.0,482.0,,422.0,35.99,-120.12
3256,71300.0,,26.0,48.0,8.0,,8.0,35.87,-120.13
3257,62500.0,,,259.0,53.0,,38.0,35.91,-120.0
3258,73500.0,0.4999,16.0,411.0,114.0,26.0,19.0,39.42,-122.89
3259,98900.0,3.9519,39.0,1295.0,240.0,534.0,179.0,39.23,-122.9
3260,72500.0,2.0208,43.0,89.0,18.0,86.0,27.0,39.18,-122.91
3261,68300.0,4.35,44.0,202.0,42.0,142.0,39.0,39.17,-122.91
3262,73600.0,2.575,45.0,1314.0,277.0,649.0,232.0,39.17,-122.9
3263,106300.0,2.2188,20.0,1125.0,231.0,521.0,196.0,39.14,-122.88
3264,92600.0,3.8333,24.0,1098.0,193.0,353.0,145.0,39.12,-123.07
3265,137500.0,3.25,17.0,380.0,69.0,225.0,72.0,39.13,-122.95
3266,71100.0,2.2551,10.0,1588.0,333.0,585.0,254.0,39.11,-122.89
3267,143200.0,1.9141,15.0,2483.0,544.0,835.0,380.0,39.09,-122.9
3268,166300.0,4.0,24.0,341.0,64.0,146.0,57.0,39.08,-122.92
3269,140600.0,2.8906,18.0,681.0,120.0,272.0,105.0,39.1,-122.94
3270,164100.0,3.45,14.0,1582.0,301.0,851.0,273.0,39.02,-122.99
3271,102300.0,2.4423,21.0,2202.0,484.0,1000.0,381.0,39.07,-122.91
3272,100300.0,1.939,21.0,1236.0,238.0,601.0,261.0,39.06,-122.91
3273,119000.0,3.5652,16.0,1548.0,295.0,605.0,250.0,39.05,-122.92
3274,93500.0,3.2216,20.0,1128.0,229.0,621.0,210.0,39.05,-122.91
3275,80700.0,2.5457,38.0,3131.0,624.0,1591.0,568.0,39.05,-122.92
3276,95000.0,3.7667,27.0,789.0,208.0,295.0,108.0,39.05,-122.91
3277,95800.0,1.3532,14.0,2374.0,557.0,723.0,427.0,39.03,-122.91
3278,108300.0,3.3929,13.0,532.0,111.0,214.0,62.0,39.14,-122.7
3279,86500.0,1.6369,15.0,1927.0,427.0,810.0,321.0,39.13,-122.87
3280,78800.0,2.0417,24.0,3127.0,674.0,1015.0,448.0,39.08,-122.86
3281,94700.0,1.4679,26.0,2191.0,495.0,679.0,371.0,39.09,-122.83
3282,66800.0,1.625,20.0,1798.0,395.0,685.0,331.0,39.09,-122.79
3283,65000.0,1.4676,17.0,1880.0,467.0,798.0,342.0,39.08,-122.8
3284,89000.0,1.5208,23.0,952.0,200.0,321.0,128.0,39.08,-122.79
3285,108900.0,2.6181,15.0,1601.0,323.0,661.0,269.0,39.05,-122.78
3286,69700.0,1.3,11.0,1264.0,271.0,370.0,177.0,39.09,-122.53
3287,112500.0,2.7639,9.0,254.0,50.0,66.0,29.0,39.04,-122.69
3288,111500.0,1.9833,23.0,1618.0,395.0,425.0,244.0,39.04,-122.73
3289,72400.0,2.1094,27.0,2199.0,527.0,744.0,316.0,39.02,-122.69
3290,53300.0,1.165,27.0,1446.0,329.0,594.0,255.0,39.03,-122.66
3291,109400.0,1.7446,16.0,3715.0,810.0,943.0,510.0,39.02,-122.66
3292,162500.0,2.3125,18.0,793.0,148.0,186.0,59.0,39.0,-122.7
3293,134700.0,2.3558,18.0,1177.0,224.0,181.0,105.0,38.99,-122.7
3294,75900.0,1.8571,16.0,4279.0,951.0,1596.0,666.0,38.99,-122.65
3295,77800.0,1.6607,16.0,975.0,219.0,337.0,155.0,38.99,-122.52
3296,109700.0,2.1838,27.0,2300.0,508.0,526.0,254.0,38.98,-122.68
3297,60000.0,1.1912,32.0,1856.0,472.0,703.0,292.0,38.97,-122.65
3298,64000.0,1.75,17.0,1708.0,459.0,633.0,312.0,38.96,-122.63
3299,58800.0,1.6865,19.0,2230.0,538.0,832.0,359.0,38.95,-122.62
3300,57500.0,2.3179,14.0,1731.0,400.0,638.0,282.0,38.94,-122.62
3301,71300.0,4.3897,14.0,231.0,36.0,108.0,31.0,38.93,-122.61
3302,62000.0,1.4767,16.0,1657.0,390.0,572.0,301.0,38.93,-122.6
3303,69000.0,2.0577,16.0,1914.0,446.0,828.0,332.0,38.96,-122.62
3304,60200.0,2.3083,20.0,2507.0,577.0,1072.0,457.0,38.96,-122.63
3305,63200.0,1.6769,27.0,2143.0,580.0,898.0,367.0,38.96,-122.65
3306,58200.0,1.7273,29.0,883.0,187.0,326.0,136.0,38.96,-122.64
3307,68900.0,1.2029,28.0,1503.0,370.0,522.0,268.0,38.95,-122.64
3308,77300.0,1.7083,11.0,686.0,127.0,246.0,86.0,38.95,-122.63
3309,49000.0,1.7566,25.0,661.0,144.0,192.0,93.0,38.94,-122.63
3310,81800.0,1.125,18.0,3844.0,969.0,1832.0,845.0,38.94,-122.63
3311,55000.0,1.5455,13.0,524.0,129.0,215.0,90.0,38.94,-122.62
3312,114200.0,3.2375,17.0,2554.0,540.0,723.0,319.0,38.97,-122.7
3313,200500.0,3.4187,17.0,4162.0,967.0,889.0,414.0,39.01,-122.75
3314,96900.0,1.8833,23.0,642.0,203.0,265.0,84.0,39.02,-122.79
3315,97300.0,3.0466,11.0,5175.0,971.0,2144.0,792.0,38.97,-122.78
3316,93400.0,3.125,9.0,1245.0,234.0,517.0,187.0,38.94,-122.69
3317,55000.0,1.375,20.0,41.0,18.0,94.0,10.0,38.91,-122.71
3318,136800.0,2.5326,20.0,1592.0,327.0,647.0,253.0,39.05,-122.86
3319,88500.0,1.8704,20.0,1580.0,318.0,753.0,252.0,39.0,-122.85
3320,113900.0,1.6833,15.0,289.0,49.0,191.0,54.0,38.99,-122.83
3321,77800.0,1.6164,17.0,1383.0,347.0,719.0,296.0,38.98,-122.83
3322,75000.0,1.7196,21.0,939.0,176.0,556.0,178.0,38.98,-122.84
3323,134200.0,2.9934,20.0,2067.0,384.0,904.0,333.0,38.97,-122.92
3324,105700.0,2.7188,20.0,1214.0,247.0,504.0,223.0,38.93,-122.89
3325,93800.0,1.8692,15.0,1318.0,296.0,567.0,276.0,38.96,-122.83
3326,119400.0,4.0119,26.0,712.0,140.0,293.0,100.0,38.92,-122.77
3327,100000.0,3.4514,11.0,640.0,134.0,268.0,90.0,38.89,-122.83
3328,96600.0,1.9906,29.0,2781.0,617.0,890.0,310.0,38.88,-122.72
3329,90800.0,3.3531,12.0,4515.0,909.0,1554.0,528.0,38.83,-122.74
3330,112500.0,2.1964,10.0,304.0,63.0,161.0,61.0,38.9,-122.48
3331,75000.0,2.1953,15.0,1410.0,329.0,599.0,273.0,38.92,-122.59
3332,91700.0,2.9583,23.0,292.0,56.0,92.0,41.0,38.9,-122.6
3333,84700.0,1.8417,13.0,520.0,115.0,249.0,109.0,38.92,-122.62
3334,112500.0,4.125,30.0,70.0,38.0,20.0,13.0,38.92,-122.65
3335,73500.0,1.5739,16.0,1177.0,240.0,519.0,199.0,38.87,-122.64
3336,109200.0,2.5625,12.0,2394.0,443.0,877.0,341.0,38.82,-122.5
3337,132600.0,4.0435,9.0,2589.0,482.0,1050.0,374.0,38.76,-122.51
3338,132100.0,3.8831,7.0,3639.0,637.0,1027.0,421.0,38.81,-122.55
3339,103100.0,3.375,15.0,764.0,145.0,366.0,143.0,38.78,-122.59
3340,83300.0,3.4375,22.0,852.0,176.0,461.0,142.0,38.81,-122.66
3341,67900.0,2.3125,29.0,994.0,226.0,302.0,117.0,38.76,-122.68
3342,85300.0,2.1474,21.0,1425.0,323.0,727.0,287.0,38.73,-122.62
3343,89600.0,2.625,20.0,531.0,126.0,231.0,96.0,38.71,-122.64
3344,87500.0,0.536,26.0,102.0,17.0,43.0,13.0,38.7,-122.52
3345,48100.0,2.7188,26.0,1707.0,308.0,761.0,250.0,41.07,-121.11
3346,59200.0,2.5,29.0,779.0,136.0,364.0,123.0,41.12,-120.96
3347,80800.0,3.6641,17.0,976.0,202.0,511.0,175.0,40.85,-121.07
3348,40000.0,1.6833,27.0,777.0,185.0,318.0,115.0,40.98,-120.38
3349,200000.0,3.625,33.0,240.0,49.0,63.0,22.0,40.63,-120.35
3350,118300.0,1.7214,11.0,2635.0,667.0,280.0,132.0,40.65,-120.77
3351,78300.0,3.3036,17.0,890.0,167.0,406.0,154.0,40.51,-121.02
3352,64100.0,2.5,19.0,683.0,139.0,302.0,111.0,40.28,-120.96
3353,49500.0,2.1833,52.0,5486.0,1044.0,1977.0,754.0,40.35,-121.03
3354,85900.0,3.5962,15.0,5343.0,1002.0,2503.0,902.0,40.5,-120.67
3355,71500.0,2.6902,15.0,2045.0,461.0,1121.0,402.0,40.43,-120.57
3356,66400.0,2.5074,35.0,1450.0,325.0,717.0,297.0,40.42,-120.66
3357,64300.0,2.1875,39.0,3240.0,652.0,1467.0,621.0,40.42,-120.65
3358,70200.0,2.2992,52.0,2081.0,478.0,1051.0,419.0,40.41,-120.66
3359,59300.0,1.5066,50.0,1741.0,424.0,987.0,383.0,40.41,-120.64
3360,105700.0,3.5536,19.0,4462.0,828.0,2229.0,777.0,40.36,-120.71
3361,61800.0,2.2661,16.0,3412.0,667.0,1873.0,590.0,40.37,-120.58
3362,85600.0,2.4757,26.0,1652.0,313.0,762.0,280.0,40.38,-120.42
3363,70000.0,1.7333,19.0,689.0,143.0,355.0,127.0,40.45,-120.36
3364,67500.0,5.5179,36.0,36.0,8.0,,7.0,40.41,-120.51
3365,91000.0,3.4028,17.0,3391.0,623.0,1529.0,571.0,40.29,-120.54
3366,85100.0,3.4643,16.0,1821.0,360.0,969.0,359.0,40.31,-120.49
3367,73500.0,2.1198,21.0,789.0,141.0,406.0,146.0,40.17,-120.37
3368,47600.0,2.6765,26.0,2399.0,518.0,1037.0,443.0,40.26,-120.2
3369,60700.0,1.7267,,2335.0,518.0,1028.0,383.0,39.92,-120.09
3370,276100.0,,,5205.0,859.0,,888.0,34.27,-118.27
3371,213000.0,,,1079.0,207.0,,167.0,34.26,-118.28
3372,191100.0,,,3177.0,713.0,,612.0,34.26,-118.29
3373,184500.0,,,2824.0,633.0,,573.0,34.26,-118.3
3374,191900.0,,,2186.0,423.0,,439.0,34.26,-118.3
3375,197600.0,,,2045.0,450.0,,407.0,34.25,-118.28
3376,162100.0,,,2559.0,787.0,,769.0,34.25,-118.28
3377,175000.0,,,1988.0,594.0,,527.0,34.25,-118.29
3378,161500.0,,,5568.0,1514.0,,1374.0,34.25,-118.29
3379,257600.0,,,2489.0,454.0,,431.0,34.25,-118.27
3380,261900.0,,,2091.0,360.0,,326.0,34.25,-118.27
3381,277600.0,,,2180.0,369.0,,390.0,34.24,-118.27
3382,230100.0,,,779.0,143.0,,150.0,34.25,-118.27
3383,195800.0,,,699.0,150.0,,143.0,34.25,-118.27
3384,263600.0,,,2542.0,526.0,,493.0,34.24,-118.28
3385,316900.0,,,3390.0,580.0,,576.0,34.24,-118.28
3386,176700.0,,,1300.0,304.0,,261.0,34.25,-118.3
3387,293300.0,,,6434.0,1188.0,,1131.0,34.24,-118.33
3388,228700.0,,,9259.0,1653.0,,1595.0,34.22,-118.35
3389,258300.0,,,1260.0,222.0,,229.0,34.22,-118.35
3390,181400.0,,,1470.0,312.0,,284.0,34.21,-118.35
3391,172600.0,,,1073.0,220.0,,226.0,34.21,-118.35
3392,219900.0,,,3258.0,610.0,,633.0,34.28,-118.31
3393,215600.0,,,1446.0,274.0,,291.0,34.27,-118.31
3394,176500.0,,,1510.0,310.0,,277.0,34.26,-118.3
3395,185900.0,,,1065.0,214.0,,183.0,34.26,-118.3
3396,189600.0,,,2264.0,460.0,,388.0,34.26,-118.31
3397,160300.0,,,1297.0,327.0,,315.0,34.26,-118.31
3398,187300.0,,,1797.0,363.0,,363.0,34.26,-118.31
3399,222700.0,,,3690.0,791.0,,715.0,34.26,-118.32
3400,248200.0,,,3214.0,513.0,,533.0,34.28,-118.35
3401,230200.0,,,3034.0,732.0,,702.0,34.27,-118.33
3402,205400.0,,,604.0,108.0,,113.0,34.27,-118.35
3403,314900.0,,,1776.0,301.0,,265.0,34.26,-118.34
3404,354400.0,,,2795.0,460.0,,443.0,34.25,-118.35
3405,378000.0,,,3677.0,573.0,,568.0,34.26,-118.36
3406,200600.0,,,1643.0,489.0,,458.0,34.26,-118.3
3407,197300.0,,,1442.0,285.0,,292.0,34.25,-118.3
3408,239400.0,,,1444.0,246.0,,239.0,34.26,-118.31
3409,217100.0,,,1882.0,453.0,,409.0,34.26,-118.31
3410,191500.0,,,5106.0,1010.0,,957.0,34.26,-118.32
3411,166200.0,,,4694.0,820.0,,777.0,34.28,-118.39
3412,166300.0,,,4428.0,825.0,,836.0,34.28,-118.38
3413,154900.0,,,6573.0,1480.0,,1473.0,34.28,-118.4
3414,158300.0,,,3248.0,847.0,,731.0,34.27,-118.38
3415,147600.0,,,1008.0,204.0,,215.0,34.29,-118.41
3416,145800.0,,,1591.0,320.0,,306.0,34.29,-118.41
3417,150000.0,,,1271.0,272.0,,266.0,34.28,-118.42
3418,146700.0,,,2574.0,531.0,,472.0,34.28,-118.41
3419,164800.0,,,3517.0,810.0,,847.0,34.28,-118.4
3420,133300.0,,,822.0,200.0,,203.0,34.28,-118.42
3421,144300.0,,,1999.0,427.0,,439.0,34.28,-118.42
3422,134300.0,,,1209.0,341.0,,283.0,34.27,-118.42
3423,131300.0,,,937.0,216.0,,212.0,34.27,-118.42
3424,147800.0,,,674.0,153.0,,173.0,34.27,-118.42
3425,142600.0,,,1384.0,308.0,,301.0,34.28,-118.43
3426,156800.0,,,1130.0,276.0,,269.0,34.27,-118.43
3427,148000.0,,,1002.0,250.0,,249.0,34.27,-118.43
3428,147500.0,,,1024.0,246.0,,239.0,34.27,-118.42
3429,140900.0,,,1246.0,373.0,,369.0,34.26,-118.43
3430,147200.0,,,1269.0,348.0,,335.0,34.26,-118.43
3431,139600.0,,,777.0,187.0,,186.0,34.27,-118.44
3432,140900.0,,,729.0,172.0,,174.0,34.26,-118.43
3433,148100.0,,,1545.0,341.0,,352.0,34.25,-118.42
3434,143100.0,,,1447.0,335.0,,306.0,34.25,-118.43
3435,136400.0,,,1788.0,521.0,,484.0,34.26,-118.42
3436,136100.0,,,870.0,205.0,,222.0,34.26,-118.41
3437,143300.0,,,973.0,221.0,,218.0,34.26,-118.42
3438,138600.0,,,1789.0,424.0,,411.0,34.26,-118.42
3439,137900.0,,,858.0,203.0,,204.0,34.27,-118.41
3440,124000.0,,,2700.0,702.0,,679.0,34.27,-118.42
3441,154300.0,,,4379.0,872.0,,853.0,34.26,-118.4
3442,134200.0,,,1872.0,497.0,,432.0,34.25,-118.4
3443,137500.0,,,280.0,84.0,,87.0,34.25,-118.41
3444,143100.0,,,827.0,192.0,,184.0,34.25,-118.41
3445,153800.0,,,1146.0,259.0,,272.0,34.25,-118.41
3446,157100.0,,,3447.0,857.0,,817.0,34.25,-118.41
3447,163700.0,,,2049.0,548.0,,541.0,34.24,-118.42
3448,145200.0,,,1430.0,331.0,,312.0,34.25,-118.42
3449,157400.0,,,2657.0,515.0,,532.0,34.32,-118.43
3450,235600.0,,,5891.0,920.0,,911.0,34.33,-118.43
3451,211600.0,,,6235.0,1286.0,,1190.0,34.32,-118.44
3452,163200.0,,,6755.0,1443.0,,1395.0,34.31,-118.42
3453,180300.0,,,3334.0,712.0,,718.0,34.3,-118.42
3454,203400.0,,,6572.0,1105.0,,1067.0,34.32,-118.41
3455,187400.0,,,3187.0,569.0,,559.0,34.3,-118.41
3456,156000.0,,,3027.0,604.0,,590.0,34.32,-118.42
3457,154300.0,,,4151.0,941.0,,915.0,34.31,-118.44
3458,160100.0,,,3182.0,822.0,,746.0,34.31,-118.44
3459,155500.0,,,1595.0,314.0,,327.0,34.3,-118.44
3460,182500.0,,,1739.0,358.0,,323.0,34.31,-118.45
3461,189400.0,,,3481.0,641.0,,682.0,34.32,-118.45
3462,194100.0,,,5777.0,1112.0,,1056.0,34.32,-118.46
3463,173100.0,,,1532.0,287.0,,275.0,34.31,-118.45
3464,158500.0,,,2424.0,476.0,,419.0,34.3,-118.46
3465,218200.0,,,2920.0,601.0,,598.0,34.31,-118.46
3466,325200.0,,,2664.0,518.0,,521.0,34.32,-118.47
3467,270100.0,,,2384.0,395.0,,402.0,34.33,-118.48
3468,172400.0,,,1091.0,256.0,,238.0,34.31,-118.48
3469,192200.0,,,2495.0,551.0,,567.0,34.3,-118.47
3470,183300.0,,,3668.0,890.0,,810.0,34.29,-118.46
3471,190000.0,,,4256.0,987.0,,955.0,34.29,-118.47
3472,431800.0,,,4516.0,611.0,,581.0,34.29,-118.49
3473,319400.0,,,2535.0,389.0,,386.0,34.28,-118.49
3474,285500.0,,,3508.0,585.0,,588.0,34.28,-118.49
3475,356300.0,,,1024.0,145.0,,147.0,34.31,-118.49
3476,374000.0,,,7498.0,976.0,,955.0,34.32,-118.52
3477,344000.0,,,6145.0,868.0,,875.0,34.3,-118.51
3478,301700.0,,,4239.0,653.0,,631.0,34.28,-118.51
3479,319300.0,,,1287.0,194.0,,187.0,34.29,-118.51
3480,474600.0,,,2272.0,320.0,,312.0,34.29,-118.52
3481,450700.0,,,4542.0,621.0,,597.0,34.3,-118.52
3482,152100.0,,,2676.0,652.0,,623.0,34.3,-118.45
3483,160200.0,,,4085.0,919.0,,906.0,34.3,-118.45
3484,377200.0,,,5481.0,780.0,,764.0,34.28,-118.54
3485,428600.0,,,8879.0,1239.0,,1200.0,34.28,-118.55
3486,500001.0,,,7665.0,999.0,,998.0,34.28,-118.54
3487,376200.0,,,4423.0,622.0,,582.0,34.3,-118.54
3488,341200.0,,,6995.0,1151.0,,1089.0,34.29,-118.57
3489,152000.0,,,1527.0,332.0,,340.0,34.28,-118.45
3490,217600.0,,,1663.0,302.0,,283.0,34.28,-118.46
3491,222900.0,,,1549.0,264.0,,289.0,34.27,-118.47
3492,227100.0,,,2132.0,368.0,,341.0,34.28,-118.48
3493,226700.0,,,1511.0,274.0,,254.0,34.28,-118.48
3494,192400.0,,,1444.0,282.0,,270.0,34.27,-118.47
3495,220600.0,,,1150.0,185.0,,178.0,34.27,-118.47
3496,223700.0,,,1231.0,222.0,,222.0,34.27,-118.48
3497,216800.0,,,2649.0,449.0,,437.0,34.27,-118.48
3498,185800.0,,,1194.0,229.0,,230.0,34.27,-118.45
3499,195900.0,,,1579.0,300.0,,265.0,34.27,-118.45
3500,179700.0,,,1576.0,282.0,,284.0,34.27,-118.46
3501,172300.0,,,1865.0,463.0,,440.0,34.27,-118.46
3502,158100.0,,,1111.0,275.0,,266.0,34.27,-118.44
3503,142400.0,,,1701.0,419.0,,371.0,34.27,-118.44
3504,195600.0,,,1724.0,311.0,,315.0,34.26,-118.45
3505,204600.0,,,1453.0,270.0,,275.0,34.25,-118.45
3506,209600.0,,,1637.0,300.0,,302.0,34.26,-118.45
3507,210300.0,,,1358.0,247.0,,235.0,34.26,-118.46
3508,217100.0,,,1394.0,254.0,,262.0,34.26,-118.46
3509,224200.0,,,2202.0,433.0,,407.0,34.25,-118.46
3510,208600.0,,,2217.0,422.0,,427.0,34.25,-118.46
3511,199200.0,,,1300.0,289.0,,291.0,34.26,-118.47
3512,218400.0,,,1898.0,344.0,,347.0,34.26,-118.47
